Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,15.571781773183265,15.635366321512796,15.504473604967039,15.566814422607422,78169752,0.0,0.0
2010-01-05 00:00:00-05:00,15.577496788940026,15.593889615653733,15.437414268289375,15.498265266418457,120067812,0.0,0.0
2010-01-06 00:00:00-05:00,15.544709831970051,15.544709831970051,15.060381777036955,15.107572555541992,158988852,0.0,0.0
2010-01-07 00:00:00-05:00,15.13588739809554,15.150790397379204,14.719862293290957,14.755875587463379,256315428,0.0,0.0
2010-01-08 00:00:00-05:00,14.703716993127122,14.983137099253128,14.631936502934911,14.952588081359863,188783028,0.0,0.0
2010-01-11 00:00:00-05:00,15.013191018025417,15.013191018025417,14.75438522943346,14.929986000061035,288227484,0.0,0.0
2010-01-12 00:00:00-05:00,14.844048582268174,14.856715894752476,14.604368226451106,14.66596508026123,193937868,0.0,0.0
2010-01-13 00:00:00-05:00,14.318490847811749,14.613806875472434,14.254162325826552,14.581767082214355,259604136,0.0,0.0
2010-01-14 00:00:00-05:00,14.502534719085673,14.758359911985238,14.475462278506445,14.650317192077637,169434396,0.0,0.0
2010-01-15 00:00:00-05:00,14.736998510045005,14.742463731670952,14.356986714265911,14.405669212341309,217162620,0.0,0.0
2010-01-19 00:00:00-05:00,14.435475646342866,14.664475458678867,14.313523766848967,14.594930648803711,172495332,0.0,0.0
2010-01-20 00:00:00-05:00,14.55419726229478,14.55419726229478,14.288687225332925,14.415853500366211,129897972,0.0,0.0
2010-01-21 00:00:00-05:00,14.491110304601714,14.575060237863331,14.21318001976065,14.479684829711914,252055692,0.0,0.0
2010-01-22 00:00:00-05:00,14.02069059002026,14.172197632400971,13.284510822338149,13.660797119140625,271743984,0.0,0.0
2010-01-25 00:00:00-05:00,13.575852611931383,13.657568753946874,13.300654930553046,13.412175178527832,176619204,0.0,0.0
2010-01-26 00:00:00-05:00,13.361756001752601,13.650613902535127,13.320029495588669,13.472281455993652,174045780,0.0,0.0
2010-01-27 00:00:00-05:00,13.443717317843992,13.602180349245996,13.295686858789391,13.464332580566406,158417424,0.0,0.0
2010-01-28 00:00:00-05:00,13.523694832444887,13.586036599107526,13.178703423807415,13.270353317260742,129034836,0.0,0.0
2010-01-29 00:00:00-05:00,13.37467052507978,13.436763356299263,13.054764805722447,13.162310600280762,165454380,0.0,0.0
2010-02-01 00:00:00-05:00,13.278051457652543,13.308105442297764,13.17125152997999,13.238808631896973,89941968,0.0,0.0
2010-02-02 00:00:00-05:00,13.28699336674216,13.28699336674216,13.104438503656738,13.191617965698242,163684152,0.0,0.0
2010-02-03 00:00:00-05:00,13.130767708837524,13.464332695677747,13.119839158542394,13.432540893554688,119844036,0.0,0.0
2010-02-04 00:00:00-05:00,13.337661635549273,13.362498387936204,13.053522183975694,13.083824157714844,134972892,0.0,0.0
2010-02-05 00:00:00-05:00,13.12406034699688,13.250731574711105,12.976527760980792,13.195840835571289,126113760,0.0,0.0
2010-02-08 00:00:00-05:00,13.225893854955336,13.461849636223144,13.201802015025418,13.249985694885254,107664228,0.0,0.0
2010-02-09 00:00:00-05:00,13.400749187409495,13.45017565302085,13.289725868112894,13.323753356933594,112671216,0.0,0.0
2010-02-10 00:00:00-05:00,13.264890460785734,13.357285277432428,13.106427410806502,13.27432918548584,106873020,0.0,0.0
